"","Proprietary software","Free and open-source software","Artweaver
"Fotografix","Yes","No","Import only","Import only","Import only","No","No"
"GIMP","Yes","Yes","Yes","Yes","Partial","Partial","Yes"
"GIMPshop","Yes","Yes","Yes","Yes","Partial","No","Yes"
"GrafX2","No","No","Yes","No","No","No","No"
"GraphicConverter","Yes","Yes","Yes","Yes","Yes","",""
"Helicon Filter","Yes","Yes","?","Yes","Yes","",""
"iPhoto","Yes","Yes","No","Yes","Yes","Yes","Yes"
"IrfanView","Yes","?","Yes","Yes","No","",""
"Kolourpaint","Yes","?","No","Yes","No","",""
"Krita","Yes","Yes","No","Yes","Yes","Yes","Yes"
"LEADTOOLS Image Processor","Yes","?","Yes","Yes","Yes","?","No"
"MacPaint","No","No","No","Yes","No","",""
"Adobe Fireworks","Yes","Yes","Yes","Yes","Yes","No","Yes"
"Microsoft Office Picture Manager","Yes","?","?","?","No","",""
"Microsoft Paint","Yes","?","Import only","No","No","No","No"
"Microsoft Photo Editor","Yes","?","Yes","Yes","No","",""
"Mootif","Yes","?","Yes","Yes","No","",""
"OpenCanvas","Yes","?","?","Yes","No","",""
"Paint.NET","Yes","No","Partial","Partial","Partial","No","Partial"
"PC Paintbrush","No","?","Yes","No","No","",""
"Photofinish","Yes","Yes","Yes","Yes","No","",""
"Photogenics","Yes","Yes","Yes","Yes","Yes","",""
"PhotoLine","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"PhotoPerfect","Yes","Import only","No","Yes","Import only","Curve editing only","No"
"Photo Raster","Yes","No","No","Partial","No","No","No"
"Picasa","Yes","?","Partial","Partial","No","",""
"PicMaster","Yes","No","No","Yes","Yes","Yes","Yes"
"PixBuilder Photo Editor","Yes","Yes","Yes","Yes","No","",""
"Pixel image editor","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pixelmator","Yes","Yes","Yes","No","No","No","No"
"Pixia","Yes","?","No","No","No","",""
"Project Dogwaffle","Yes","?","No","No","No","",""
"QFX","Yes","Yes","Yes","Yes","Yes","",""
"RawTherapee","Yes","Yes","No","Yes","No","Yes","Yes"
"Seashore","?","?","?","?","?","?","?"
"Serif PhotoPlus","Yes","Yes","?","Yes","Yes","?","?"
"Tux Paint","Yes","No","No","No","No","No","No"
"TVPaint","Yes","?","No","No","No","",""
"TwistedBrush Pro Studio","Yes","No","No","No","No","No","No"
"Ulead PhotoImpact","Yes","Yes","Yes","Yes","Import only","No","Yes"
"Ultimate Paint","Yes","?","Yes","Yes","No","",""
"WinImages","Yes","?","?","?","Yes","","Yes"
"Xara Photo & Graphic Designer","Yes","Partial","Partial","Partial","Partial","No","Partial"
"XnView","Yes","?","Yes","Yes","Partial","No","Partial"
"XPaint","Yes","No","Partial","Yes","No","No","No"
"Zoner Photo Studio","Yes","Yes","Yes","Yes","Partial","Partial","No"
"","sRGB","Adobe RGB","Indexed","Grayscale","CMYK","LAB","HSV"
"","RAW imports","BMP","GIF","JPEG","JPEG 2000","HD Photo","PNG","TIFF","PSD","PSP","XCF","PCX","OpenEXR"
"Ability Photopaint","?","Yes","Yes","Yes","No","","Yes","Yes","Yes","No","No","?",""
"ACD Canvas","?","Yes","Yes","Yes","No","","Yes","Yes","Yes","Yes","No","?",""
"Adobe Photoshop","Yes","Yes","Yes","Yes","Via plug-in","Yes","Yes","Yes","Yes","No","No","Yes","Partial 6.1 and plug in ( PSS3)"
"Adobe Photoshop Lightroom","Yes","No","Via plug-in","Yes","Via plug-in","No","Via plug-in","Yes","Partial","?","?","?","?"
"Adobe Fireworks","?","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","No","No","No","/!\ This cell is not defined /!\"
"Autodesk SketchBook Pro","?","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","No","No","No",""
"ArtRage","?","Yes","Yes","Yes","No","","Yes","Yes","Yes","No","No","?",""
"Artweaver","No","Yes","Yes","Yes","Partial","","Yes","Yes","Partial","No","No","Yes",""
"Bibble","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No"
"Brush Strokes Image Editor","?","Yes","Yes","Yes","No","","Yes","Yes","No","No","No","?",""
"Chasys Draw IES","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Partial","No","Yes","Yes","No"
"CinePaint","Yes","Yes","Yes","Yes","No","","Yes","Yes","Partial","No","Yes","?","Yes"
"CodedColor PhotoStudio Pro","?","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","No","No","Yes",""
"Corel Paint Shop Pro","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Partial","Yes","No","Yes",""
"Corel Painter","?","Yes","Yes","Yes","No","","No","Yes","Yes","Yes","No","Import",""
"Corel Photo-Paint","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","No","Yes",""
"Cosmigo Pro Motion","?","Yes","Yes","Yes","No","","Yes","No","No","No","No","Yes",""
"darktable","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes"
"Deluxe Paint","No","?","Yes","Yes","No","","Yes","No","No","No","No","?",""
"DigiKam","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","No","No","Yes","?","No"
"Erdas Imagine","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Import",""
"Fatpaint","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No"
"Fotografix","Partial","Yes","Yes","Yes","No","No","Yes","Yes","Import only","No","Import only","Import only","No"
"GIMP","Yes","Yes","Yes","Yes","Yes","Via plug-in","Yes","Single page only","Yes","Yes","Yes","Yes","No"
"GIMPshop","?","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No"
"GrafX2","No","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","No"
"GraphicConverter","Partial","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",""
"HDR PhotoStudio","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","No","Yes"
"Helicon Filter","Yes","Yes","Import","Yes","Yes","No","Yes","Yes","Yes","No","No","No",""
"iPhoto","Yes","?","?","Yes","?","No","Yes","Yes","Yes","?","?","Yes",""
"IrfanView","Via plug-in","Yes","Yes","Yes","Via plug-in","Via plug-in","Yes","Yes","Yes","Yes","No","Yes","/!\ This cell is not defined /!\"
"Kolourpaint","?","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Import","Yes",""
"Krita","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","No","Yes","Import","Yes"
"LEADTOOLS Image Processor","No","?","Yes","Yes","Yes","?","Yes","Yes","Yes","No","No","Yes","?"
"MacPaint","No","?","No","No","No","No","No","No","No","No","No","No",""
"Microsoft Office Picture Manager","?","Yes","Yes","Yes","No","","Yes","First page only","No","No","No","Yes",""
"Microsoft Paint","No","Yes","Partial","Yes","No","No","Partial","Yes","No","No","No","No","No"
"Microsoft Photo Editor","No","Yes","Yes","Yes","No","","Yes","No","No","No","No","Import",""
"Mootif","?","No","Import only","Yes","Import only","","Yes","Import only","No","No","No","No",""
"OpenCanvas","?","Yes","No","Yes","No","No","Yes","No","Yes","No","No","?",""
"Paint.NET","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Via plug-ins","Partial","No","No","Yes","No"
"PC Paintbrush","?","No","Yes","No","No","","No","Yes","No","No","No","Yes",""
"Photofinish","?","Yes","Yes","Yes","No","","No","Yes","No","No","No","Yes",""
"Photogenics","?","Yes","Yes","Yes","?","","Yes","Yes","Yes","?","?","Yes",""
"PhotoLine","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Partial","?","No","No","Yes"
"PhotoPerfect","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No layer support","Yes","No","Yes","No"
"Photo Raster","No","Import","Import","Yes","No","No","Yes","Import","No","No","No","Import","No"
"Picasa","Yes","Import","Import","Yes","No","","Import","No","Import","No","No","No",""
"PicMaster","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No"
"PixBuilder Photo Editor","?","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","No","No","?",""
"Pixel image editor","?","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","No","No","?","Yes"
"Pixelmator","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No"
"Pixia","?","Yes","No","Yes","No","","Yes","Yes","Yes","No","No","No",""
"Project Dogwaffle","?","Yes","No","Yes","No","","No","Yes","No","No","No","No",""
"QFX","?","Yes","Yes","Yes","No","No","?","Yes","Yes","No","No","?",""
"RawTherapee","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No"
"Seashore","?","Partial","Partial","Yes","Partial","","Yes","Yes","?","?","Yes","?",""
"Serif PhotoPlus","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes"
"Tux Paint","No","Yes","Import","Import","No","No","Yes","No","No","No","No","No",""
"TVPaint","?","Yes","Yes","Yes","No","","Yes","Yes","Yes","No","No","Yes",""
"TwistedBrush Pro Studio","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Partial","No","No","Yes","No"
"Ulead PhotoImpact","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Partial","Import","No","Yes",""
"Ultimate Paint","?","Yes","Yes","Yes","No","","Yes","No","No","No","No","Yes",""
"WinImages","?","Yes","Yes","Yes","No","","Yes","Yes","Yes","No","No","?",""
"Xara Photo & Graphic Designer","Yes","Yes","Yes","Yes","Yes","Import only","Yes","Yes","Yes","No","No","Yes","No"
"XnView","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Import","Yes","Yes"
"XPaint","No","Yes","Yes","Yes","No","","Yes","Yes","No","No","No","No",""
"Zoner Photo Studio","Yes","Yes","Yes","Yes","Import only","Yes","Yes","Yes","Import only","Import only","No","Yes","No"
"","RAW imports","BMP","GIF","JPEG","JPEG 2000","HD Photo","PNG","TIFF","PSD","PSP","XCF","PCX","OpenEXR"
