"Model","Launch","Code name","Fab (nm)","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","Fillrate","Fillrate","Fillrate","Fillrate","Memory","Memory","Memory","API support","API support"
"Model","Launch","Code name","Fab (nm)","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","MOperations/s","MPixels/s","MTexels/s","MVertices/s","Bandwidth (GB/s)","Bus type","Bus width (bit)","DirectX","OpenGL"
"STG-2000","September 1995","NV1","?","PCI","2
4","12","75","1:1:1","12","12","12","0","0.6","EDO
VRAM","64","n/a","n/a"
"Riva128","April 1997","NV3","350","PCI","4","100","100","1:1:1","100","100","100","0","1.6","SDR","128","5.0","1.0"
"Riva128ZX","February 23, 1998","NV3","350","AGP 2x, PCI","8","100","100","1:1:1","100","100","100","0","1.6","SDR","128","5.0","1.0"
"Riva TNT","March 23, 1998","NV4","350","AGP 2x, PCI","8
16","90","110","2:2:2","180","180","180","0","1.76","SDR","128","5.0","1.2"
"Vanta","March 22, 1999","NV6","250","AGP 4x","16","100","125","2:2:2","200","200","200","0","1","SDR","64","6.0","1.2"
"Vanta LT","March, 2000","NV6","250","AGP 4x","8
16","80","100","2:2:2","160","160","160","0","0.8","SDR","64","6.0","1.2"
"Riva TNT2 M64","October, 1999","NV6","250","AGP 4x, PCI","8, 16
32","125","150","2:2:2","250","250","250","0","1.2","SDR","64","6.0","1.2"
"Riva TNT2","March 15, 1999","NV5","250","AGP 4x, PCI","16
32","125","150","2:2:2","250","250","250","0","2.4","SDR","128","6.0","1.2"
"Riva TNT2 Pro","October 12, 1999","NV5","220","AGP 4x","32","143","166","2:2:2","286","286","286","0","2.656","SDR","128","6.0","1.2"
"Riva TNT2 Ultra","March 15, 1999","NV5","250","AGP 4x","16
32","150","183","2:2:2","300","300","300","0","2.928","SDR","128","6.0","1.2"
"Model","Launch","Code name","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","Fillrate","Fillrate","Fillrate","Fillrate","Memory","Memory","Memory"
"Model","Launch","Code name","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","MOperations/s","MPixels/s","MTextels/s","MVertices/s","Bandwidth (GB/s)","Bus type","Bus width (bit)"
"GeForce256","October 11, 1999","NV10","AGP 4x
PCI","32
64","120","166","4:4:4","480","480","480","0","2.656","SDR","128"
"GeForce256 DDR","February 1, 2000","NV10","AGP 4x
PCI","32
64","120","300","4:4:4","480","480","480","0","4.8","DDR","128"
"Model","Launch","Code name","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","Fillrate","Fillrate","Fillrate","Fillrate","Memory","Memory","Memory"
"Model","Launch","Code name","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","MOperations/s","MPixels/s","MTextels/s","MVertices/s","Bandwidth (GB/s)","Bus type","Bus width (bit)"
"GeForce2 MX IGP + nForce 220/420","June 4, 2001","NV1A","FSB","Up to 32 system RAM","175","266","2:4:2","350","350","700","0","2.128
4.256","DDR","64
128"
"GeForce2 MX200","March 3, 2001","NV11","AGP 4x
PCI","32
64","175","166","2:4:2","350","350","700","0","1.328","SDR","64"
"GeForce2 MX","June 28, 2000","NV11","AGP 4x
PCI","32
64","175","166","2:4:2","350","350","700","0","2.656","SDR","128"
"GeForce2 MX400","March 3, 2001","NV11","AGP 4x
PCI","32
64","200","166 (SDR)
332 (DDR)","2:4:2","400","400","800","0","2.656","SDR
DDR","128 (SDR)
64 (DDR)"
"GeForce2 GTS","April 26, 2000","NV15","AGP 4x
PCI","32
64","200","332","4:8:4","800","800","1600","0","5.312","DDR","128"
"GeForce2 Pro","December 5, 2000","NV15","AGP 4x
PCI","32
64","200","400","4:8:4","800","800","1600","0","6.4","DDR","128"
"GeForce2 Ti","October 1, 2001","NV15","AGP 4x
PCI","32
64","250","400","4:8:4","1000","1000","2000","0","6.4","DDR","128"
"GeForce2 Ultra","August 14, 2000","NV16","AGP 4x
PCI","64","250","460","4:8:4","1000","1000","2000","0","7.36","DDR","128"
"Model","Launch","Code name","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","Fillrate","Fillrate","Fillrate","Fillrate","Memory","Memory","Memory"
"Model","Launch","Code name","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","MOperations/s","MPixels/s","MTextels/s","MVertices/s","Bandwidth (GB/s)","Bus type","Bus width (bit)"
"GeForce3 Ti200","October 1, 2001","NV20","AGP 4x
PCI","64
128","175","400","4:1:8:4","700","700","1400","42.75","6.4","DDR","128"
"GeForce3","February 27, 2001","NV20","AGP 4x
PCI","64","200","460","4:1:8:4","800","800","1600","50","7.36","DDR","128"
"GeForce 7300 GS","January 18, 2006","G72","90","AGP 8x
PCI-E x16","128
256","550","800","4:3:4:2","2200","1100","2200","412.5","6.4","DDR2","64"
"GeForce 7300 GT","May 15, 2006","G73","90","AGP 8x
PCI-E x16","128
256","350","650","8:5:8:4","2800","1400","2800","437.5","10.4","DDR2","128"
"GeForce 7500 LE","","G72","90","AGP 8x
PCI-E x16","64
128
256","263
324","550","4:3:4:2","900
1100","900
1100","2200","412.5","2.6
6.8","DDR2","32
64"
"GeForce 7600 GS","March 22, 2006 (PCI-E)
July 1, 2006 (AGP)","G73","90","AGP 8x
PCI-E x16","256","400","800","12:5:12:8","4800","3200","4800","500","12.8","DDR2","128"
"GeForce 7600 GT","March 9, 2006 (PCI-E)
July 15, 2006 (AGP)","G73","90","AGP 8x
PCI-E x16","256","560","1400","12:5:12:8","6720","4480","6720","700","22.4","GDDR3","128"
"GeForce 7600 GT 80 nm","January 8, 2007","G73-B1","80","AGP 8x
PCI-E x16","256","560","1400","12:5:12:8","6720","4480","6720","700","22.4","GDDR3","128"
"GeForce 7800 GS","February 2, 2006","G70","110","AGP 8x","256","375","1200","16:8:16:8","6000","3000","6000","562.5","38.4","GDDR3","256"
"GeForce 7800 GT","August 11, 2005","G70","110","PCI-E x16","256","400","1000","20:7:20:16","8000","6400","8000","700","32","GDDR3","256"
"GeForce 7800 GTX","June 22, 2005 (256 MB)
November 14, 2005 (512 MB)","G70","110","PCI-E x16","256
512","430 (256 MB)
550 (512 MB)","1200 (256 MB)
1700 (512 MB)","24:8:24:16","10320 (256 MB)
13200 (512 MB)","6880 (256 MB)
8800 (512 MB)","10320 (256 MB)
13200 (512 MB)","860 (256 MB)
1100 (512 MB)","38.4 (256 MB)
 54.4 (512 MB)","GDDR3","256"
"GeForce 7900 GS","May 2006 (PCI-E)
April 2, 2007 (AGP)","G71","90","AGP 8x
PCI-E x16","256","450","1320","20:7:20:16","9000","7200","9000","787.5","42.24","GDDR3","256"
"GeForce 7900 GT","March 9, 2006","G71","90","PCI-E x16","256","450","1320","24:8:24:16","10800","7200","10800","900","42.24","GDDR3","256"
"GeForce 7900 GTO","October 1, 2006","G71","90","PCI-E x16","512","650","1320","24:8:24:16","15600","10400","15600","1300","42.24","GDDR3","256"
"GeForce 7900 GTX","March 9, 2006","G71","90","PCI-E x16","512","650","1600","24:8:24:16","15600","10400","15600","1300","51.2","GDDR3","256"
"GeForce 7900 GX2","March 9, 2006","G71 x2","90","PCI-E x16","1024","500","1200","24:8:24:16 x2","24000","16000","24000","2000","76.8","GDDR3","512"
"GeForce 7950 GT","September 6, 2006 (PCI-E)
April 2, 2007 (AGP)","G71","90","AGP 8x
PCI-E x16","512","550","1400","24:8:24:16","13200","8800","13200","1100","44.8","GDDR3","256"
"GeForce 7950 GX2","June 5, 2006","G71 x2","90","PCI-E x16","1024","500","1200","24:8:24:16 x2","24000","16000","24000","2000","76.8","GDDR3","512"
"Model","Launch","Code name","Fab (nm)","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","Fillrate","Fillrate","Fillrate","Fillrate","Memory","Memory","Memory"
"Model","Launch","Code name","Fab (nm)","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","MOperations/s","MPixels/s","MTextels/s","MVertices/s","Bandwidth (GB/s)","Bus type","Bus width (bit)"
"Model","Features","Features","Features","Features","Features","Features"
"Model","Gamma-correct antialiasing","64-bit OpenEXR HDR","Scalable Link Interface (SLI)","TurboCache","Dual Link DVI","/!\ This cell is not defined /!\"
"GeForce 7100 GS","No","No","No","Yes","No","/!\ This cell is not defined /!\"
"GeForce 7200 GS","Yes","Yes","No","Yes","No","/!\ This cell is not defined /!\"
"GeForce 7300 SE","Yes","Yes","No","Yes","No","/!\ This cell is not defined /!\"
"GeForce 7300 LE","Yes","Yes","No","Yes","No","/!\ This cell is not defined /!\"
"GeForce 7300 GS","Yes","Yes","Yes (PCI-E only)
(No SLI bridge)","Yes","No","/!\ This cell is not defined /!\"
"GeForce 7300 GT","Yes","Yes","Yes (PCI-E only)
(No SLI bridge)","No","One port","/!\ This cell is not defined /!\"
"GeForce 7600 GS","Yes","Yes","Yes (PCI-E only)","No","One port","/!\ This cell is not defined /!\"
"GeForce 7600 GT","Yes","Yes","Yes (PCI-E only)","No","One port","/!\ This cell is not defined /!\"
"GeForce 7600 GT (80 nm)","Yes","Yes","Yes","No","One port","/!\ This cell is not defined /!\"
"GeForce 7650 GS (80 nm)","Yes","Yes","Yes (Depending on OEM Design)","No","One port","/!\ This cell is not defined /!\"
"GeForce 7800 GS","Yes","Yes","No","No","One port","/!\ This cell is not defined /!\"
"GeForce 7800 GT","Yes","Yes","Yes","No","One port","/!\ This cell is not defined /!\"
"GeForce 7800 GTX","Yes","Yes","Yes","No","One port","/!\ This cell is not defined /!\"
"GeForce 7800 GTX 512","Yes","Yes","Yes","No","One port","/!\ This cell is not defined /!\"
"GeForce 7900 GS","Yes","Yes","Yes (PCI-E only)","No","Two ports","/!\ This cell is not defined /!\"
"GeForce 7900 GT","Yes","Yes","Yes","No","Two ports","/!\ This cell is not defined /!\"
"GeForce 7900 GTO","Yes","Yes","Yes","No","Two ports","/!\ This cell is not defined /!\"
"GeForce 7900 GTX","Yes","Yes","Yes","No","Two ports","/!\ This cell is not defined /!\"
"GeForce 7950 GT","Yes","Yes","Yes (PCI-E only)","No","Two ports","/!\ This cell is not defined /!\"
"GeForce 7950 GX2","Yes","Yes","Yes","No","Two ports","/!\ This cell is not defined /!\"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Bus interface","Memory (MB)","Core config","Clock rate","Clock rate","Clock rate","Fillrate","Fillrate","Memory","Memory","Memory","API support (version)","API support (version)","Processing Power (GFLOPS)","TDP (watts)","GFLOPS/W","Comments"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Bus interface","Memory (MB)","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","Bus type","Bus width (bit)","DirectX","OpenGL","Processing Power (GFLOPS)","TDP (watts)","GFLOPS/W","Comments"
"GeForce 8100 mGPU","2008","MCP78","80","Unknown","Unknown","PCIe 2.0 x16","Up to 512 from system memory","8:8:4","500","1200","800
(system memory)","2","4","6.4
12.8","DDR2","64
128","10.0","3.3","28.8","Unknown","Unknown","The block of decoding of HD-video PureVideo HD is disconnected"
"GeForce 8200 mGPU","2008","MCP78","80","Unknown","Unknown","PCIe 2.0 x16","Up to 512 from system memory","8:8:4","500","1200","800
(system memory)","2","4","6.4
12.8","DDR2","64
128","10.0","3.3","28.8","Unknown","Unknown","PureVideo 3 with VP3"
"GeForce 8300 mGPU","2008","MCP78","80","Unknown","Unknown","PCIe 2.0 x16","Up to 512 from system memory","8:8:4","500","1500","800
(system memory)","2","4","6.4
12.8","DDR2","64
128","10.0","3.3","36","Unknown","Unknown","PureVideo 3 with VP3"
"GeForce 8300 GS","July 2007","G86
G98","65","210","86","PCIe 2.0 x16","128
512","8:8:4","450","900","800","1.8","3.6","6.4","DDR2","64","10.0","3.3","22","40","0.55","OEM only"
"GeForce 8400 GS","June 15, 2007","G86","80","210","127","PCIe 1.0 x16
PCI","128
256
512","16:8:4","450","900","800","1.8","3.6","6.4","DDR2","64","10.0","3.3","43","40","1.08",""
"GeForce 8400 GS rev.2","December 4, 2007","G98","65","210","86","PCIe 2.0 x16
PCIe x1
PCI","128
256
512","8:8:4","567","1400","800","2.268","4.536","6.4","DDR2","64","10.0","3.3","33","25","1.32",""
"GeForce 8400 GS rev.3","April 2009","GT218","40","260","57","PCIe 2.0 x16","512
1024","8:4:4","520
589","1230","600 (1200)","2.08
2.356","2.08
2.356","4.8
9.6","DDR3","32
64","10.1","3.3","30.5","25","1.22",""
"GeForce 8500 GT","April 17, 2007","G86","80","210","127","PCIe 1.0 x16
PCI","256
512
1024","16:8:4","450","900","400 (800)","1.8","3.6","12.8","DDR2","128","10.0","3.3","43","45","0.96",""
"GeForce 8600 GS","April 2007","G84","80","289","169","PCIe 1.0 x16","256
512","32:16:8","540","1180","800","4.32","8.64","12.8","DDR2","128","10.0","3.3","113","47","2.40","OEM only"
"GeForce 8600 GT","April 17, 2007","G84","80","289","169","PCIe 1.0 x16
PCI","256
512
1024","32:16:8","540","1188","800
1400","4.32","8.64","12.8
22.4","DDR2
GDDR3","128","10.0","3.3","113","47","2.40",""
"GeForce 8600 GTS","April 17, 2007","G84","80","289","169","PCIe 1.0 x16","256
512","32:16:8","675","1450","2000","5.4","10.8","32","GDDR3","128","10.0","3.3","139","75","1.85",""
"GeForce 8800 GS","Jan 2008","G92","65","754","324","PCIe 2.0 x16","384
768","96:48:12","550","1375","1600","6.6","26.4","38.4","GDDR3","192","10.0","3.3","396","105","3.77",""
"GeForce 8800 GTS (G80)","February 12, 2007 (320) 
November 8, 2006 (640)","G80","90","681","484","PCIe 1.0 x16","320
640","96:24:20","500","1200","1600","10","24","64","GDDR3","320","10.0","3.3","346","143","2.42",""
"GeForce 8800 GTS 112 (G80)","November 19, 2007","G80","90","681","484","PCIe 1.0 x16","640","112:28:20","500","1200","1600","10","24","64","GDDR3","320","10.0","3.3","399","150","2.66","only XFX, EVGA and BFG models, very short-lived"
"GeForce 8800 GT","October 29, 2007 (512)
December 11, 2007 (256, 1024)","G92","65","754","324","PCIe 2.0 x16","256
512
1024","112:56:16","600","1500","1400 (256)
1800 (512, 1024)","9.6","33.6","57.6","GDDR3","256","10.0","3.3","504","125","4.03",""
"GeForce 8800 GTS (G92)","December 11, 2007","G92","65","754","324","PCIe 2.0 x16","512","128:64:16","650","1625","1940","10.4","41.6","62.1","GDDR3","256","10.0","3.3","624","135","4.62",""
"GeForce 8800 GTX","November 8, 2006","G80","90","681","484","PCIe 1.0 x16","768","128:32:24","575","1350","1800","13.8","36.8","86.4","GDDR3","384","10.0","3.3","518 (343)","155","3.34",""
"GeForce 8800 Ultra","May 2, 2007","G80","90","681","484","PCIe 1.0 x16","768","128:32:24","612","1500","2160","14.7","39.2","103.7","GDDR3","384","10.0","3.3","576","171","3.37",""
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Bus interface","Memory min (MB)","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","Bus type","Bus width (bit)","DirectX","OpenGL","Processing Power (GFLOPS)","TDP (Watts)","GFLOPS/W","Comments"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Bus interface","Memory min (MB)","Core config","Clock rate","Clock rate","Clock rate","Fillrate","Fillrate","Memory","Memory","Memory","API support (version)","API support (version)","Processing Power (GFLOPS)","TDP (Watts)","GFLOPS/W","Comments"
"Model","Features","Features","Features","Features","Features","Features","Features","Features","Features"
"Model","Scalable
Link
Interface
(SLI)","3-Way
SLI","PureVideo HD
with VP1","PureVideo 2 with VP2,BSP Engine, and AES128 Engine","PureVideo 3 with VP3,BSP Engine, and AES128 Engine","PureVideo 4 with VP4","Compute
capability","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 8300 GS (G86)","No","No","No","Yes","No","No","1.1","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 8400 GS Rev. 2 (G98)","No","No","No","No","Yes","No","1.1","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 8400 GS Rev. 3 (GT218)","No","No","No","No","No","Yes","1.2","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 8500 GT","Yes (No SLI Bridge)","No","No","Yes","No","No","1.1","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 8600 GT","Yes","No","No","Yes","No","No","1.1","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 8600 GTS","Yes","No","No","Yes","No","No","1.1","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 8800 GS (G92)","Yes","No","No","Yes","No","No","1.1","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 8800 GTS (G80)","Yes","No","Yes","No","No","No","1.0","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 8800 GTS Rev. 2 (G80)","Yes","No","Yes","No","No","No","1.0","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 8800 GT (G92)","Yes","No","No","Yes","No","No","1.1","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 8800 GTS (G92)","Yes","No","No","Yes","No","No","1.1","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 8800 GTX","Yes","Yes","Yes","No","No","No","1.0","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 8800 Ultra","Yes","Yes","Yes","No","No","No","1.0","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Clock rate","Clock rate","Clock rate","Fillrate","Fillrate","Memory","Memory","Memory","API support (version)","API support (version)","Processing Power GFLOPS","TDP (watts)","GFLOPS/W","Comments"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","Bus type","Bus width (bit)","DirectX","OpenGL","Processing Power GFLOPS","TDP (watts)","GFLOPS/W","Comments"
"GeForce 9300 mGPU","October 2008","MCP7A-S","65","282","162","1","PCIe 2.0 x16","Up to 512 from system memory","16:8:4","450","1200","800
1333","1.8","3.6","6.4/12.8
10.664/21.328","DDR2
DDR3","64
128","10.0","3.3","57.6","Unknown","Unknown","based on 8400 GS"
"GeForce 9400 mGPU","October 2008","MCP7A-U","65","282","162","1","PCIe 2.0 x16","Up to 512 from system memory","16:8:4","580","1400","800
1333","2.32","4.64","6.4/12.8
10.664/21.328","DDR2
DDR3","64
128","10.0","3.3","67.2","12","5.6","based on 8400 GS"
"GeForce 9300 GE","June 2008","G98","65","210","86","1","PCIe 2.0 x16","256","8:8:4","540","1300","1000","2.16","4.32","8","DDR2","64","10.0","3.3","31.2","??","Unknown",""
"GeForce 9300 GS","June 2008","G98","65","210","86","1","PCIe 2.0 x16","256","8:8:4","567","1400","1000","2.268","4.536","8","DDR2","64","10.0","3.3","33.6","??","Unknown",""
"GeForce 9400 GT","August 27, 2008","G96a
G96b","65
55","314","144","1","PCIe 2.0 x16
PCI","256
512
1024","16:8:4","550","1400","800
1600","2.2","4.4","12.8
25.6","GDDR2
GDDR3","128","10.0","3.3","67.2","50","1.34",""
"GeForce 9500 GT","July 29, 2008","G96-300-C1","65
55","314","144","1","PCIe 2.0 x16
PCI","256
512
1024","32:16:8","550","1400","1000
1600","4.4","8.8","16.0
25.6","DDR2
GDDR3","128","10.0","3.3","134.4","50","2.69",""
"GeForce 9600 GS","July 29, 2008","G94a","65","505","240","1","PCIe 2.0 x16
PCI","768","48:24:12","500","1250","1000","6","12","24","DDR2","192","10.0","3.3","180","Unknown","Unknown","OEM"
"GeForce 9600 GSO","May 2008","G92","65","754","324","1","PCIe 2.0 x16","384
768
1536","96:48:12","550","1375","1600","6.6","26.4","38.4","GDDR3","192","10.0","3.3","396","84","4.71",""
"GeForce 9600 GSO 512","October 2008","G94a
G94b","65
55","505","240
196?","1","PCIe 2.0 x16","512","48:24:16","650","1625","1800","10.4","15.6","57.6","GDDR3","256","10.0","3.3","234","90","2.6",""
"GeForce 9600 GT Green Edition","2009","G94b","55","505","196?","1","PCIe 2.0 x16","512
1024","64:32:16","600
625","1500
1625","1400/1800
1800","9.6
10.0","19.2
20.0","44.8/57.6
57.6","GDDR3","256","10.0","3.3","288
312","59","4.88
5.29","Core Voltage - 1 volt"
"GeForce 9600 GT","February 21, 2008","G94-300-A1","65
55","505","240
196?","1","PCIe 2.0 x16","512
1024","64:32:16","650","1625","1800","10.4","20.8","57.6","GDDR3","256","10.0","3.3","312","95","3.28",""
"GeForce 9800 GT Green Edition","2009","G92b","55","754","260","1","PCIe 2.0 x16","512
1024","112:56:16","550","1375","1400
1600
1800","8.8","30.8","44.8
51.2
57.6","GDDR3","256","10.0","3.3","462","75","6.16","Core Voltage - 1 volt"
"GeForce 9800 GT","July 2008","G92a
G92b","65
55","754","324
260","1","PCIe 2.0 x16","512
1024","112:56:16","600","1500","1800","9.6","33.6","57.6","GDDR3","256","10.0","3.3","504","125
105","4.03
4.8",""
"GeForce 9800 GTX","April 1, 2008","G92","65","754","324","1","PCIe 2.0 x16","512","128:64:16","675","1688","2200","10.8","43.2","70.4","GDDR3","256","10.0","3.3","648","140","4.63",""
"GeForce 9800 GTX+","July 16, 2008","G92b","55","754","260","1","PCIe 2.0 x16","512
1024","128:64:16","738","1836","2200","11.808","47.232","70.4","GDDR3","256","10.0","3.3","705","141","5.0",""
"GeForce 9800 GX2","March 18, 2008","G92","65","2x 754","2x 324","2","PCIe 2.0 x16","2x 512","2x 128:64:16","600","1500","2000","2x 9.6","2x 38.4","2x 64.0","GDDR3","2x 256","10.0","3.3","2x 576","197","5.85",""
"Model","Launch","Codename","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","Bus type","Bus width (bit)","DirectX","OpenGL","Processing Power GFLOPS","TDP (watts)","GFLOPS/W","Comments"
"/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","GFLOPS/W","/!\ This cell is not defined /!\"
"Model","Features","Features","Features","Features","Features","Features","Features","Features","Features"
"Model","Scalable Link Interface (SLI)","PureVideo 2 with VP2,BSP Engine, and AES128 Engine","PureVideo 3 with VP3,BSP Engine, and AES128 Engine","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 9300 GE (G98)","Yes","No","Yes","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 9300 GS (G98)","Yes","No","Yes","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 9400 GT","Yes","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 9500 GT","Yes","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 9600 GSO","Yes","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 9600 GT","Yes","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 9800 GT","Yes","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 9800 GTX","Yes
3-way","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 9800 GTX+","Yes
3-way","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"GeForce 9800 GX2","Yes","Yes","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Model","Launch","Code name","Fab Process (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Clock rate","Clock rate","Clock rate","Fillrate","Fillrate","Memory Configuration","Memory Configuration","Memory Configuration","API support (version)","API support (version)","Processing Power GFLOPS","TDP (watts)","GFLOPS/W","Comments"
"Model","Launch","Code name","Fab Process (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","DRAM type","Bus width (bit)","DirectX","OpenGL","Processing Power GFLOPS","TDP (watts)","GFLOPS/W","Comments"
"GeForce G 100","March 10, 2009","G98","65","Unknown","86","1","PCIe 2.0 x16","512","8:8:4","567","1400","500","2.15","4.3","8.0","DDR2","64","10.0","3.3","33.6","35","0.96","OEM products"
"GeForce GT 120","March 10, 2009","G96b","55","314","121","1","PCIe 2.0 x16","512","32:16:8","500","1400","800","4.4","8.8","16.0","DDR2","128","10.0","3.3","134.4","50","2.69","OEM products"
"GeForce GT 130","March 10, 2009","G94b","55","505","196?","1","PCIe 2.0 x16","1536","48:24:12","500","1250","500","6","12","24.0","DDR2","192","10.0","3.3","180","75","2.4","OEM products"
"GeForce GT 140","March 10, 2009","G94b","55","505","196?","1","PCIe 2.0 x16","512 1024","64:32:16","650","1625","1800","10.4","20.8","57.6","GDDR3","256","10.0","3.3","312","105","2.97","OEM products"
"GeForce GTS 150","March 10, 2009","G92b","55","754","260","1","PCIe 2.0 x16","1024","128:64:16","738","1836","1000","11.808","47.232","64.0","GDDR3","256","10.0","3.3","705","141","5.0","OEM products"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Clock rate","Clock rate","Clock rate","Fillrate","Fillrate","Memory Configuration","Memory Configuration","Memory Configuration","API support (version)","API support (version)","Processing Power GFLOPS","TDP (watts)","GFLOPS/W","Comments"
